stockid,year,Q1Rev,Q2Rev,Q3Rev,Q4Rev,Q1Grate,Q2Grate,Q3Grate,Q4Grate
2063,2010,70902,84516,121657,102430,0.69,0.92,0.76,0.47
2101,2010,600902,721902,768924,739890,0.53,0.41,0.5,0.25
2102,2010,707847,757009,774543,864867,0.85,0.4,0.28,0.21
2103,2010,1698671,1966148,1826418,2140884,0.56,0.51,0.39,0.5
2104,2010,684484,721090,745705,704672,0.79,0.48,0.19,0.04
2105,2010,2213083,2753475,2614824,2882033,0.36,0.31,0.24,0.14
2106,2010,581487,690908,720496,707136,0.17,0.2,0.21,0.14
2107,2010,468710,542919,470951,709279,0.28,0.57,0.17,0.26
2108,2010,560174,579985,543540,695923,0.62,0.42,0.2,0.36
2109,2010,315990,354264,348826,352447,0.21,0.24,0.14,0.1
2112,2010,5246601,4798059,3825336,3430521,1.75,0.46,-0.06,-0.12
2114,2010,177491,202266,256281,251925,0.17,0.24,0.73,0.24
2201,2010,3634992,3442465,4725084,4207873,0.89,0.3,1.05,0.16
2204,2010,3777190,4128333,3973249,4073258,0.26,0.36,0.11,-0.11
2206,2010,2058866,2557834,2655728,2298164,0.29,-0.2,0.3,-0.16
2207,2010,10852458,10502251,6680098,9148132,0.5,0.26,-0.22,-0.25
2208,2010,2956201,3241404,3385148,3502046,-0.4,-0.09,-0.03,-0.04
2212,2010,288027,283237,280904,331722,1.37,0.36,0.25,0
2215,2010,2276556,2612290,2692366,2835211,0.2,0.26,0.17,-0.09
2218,2010,1283056,1573756,1686468,1584053,0.1,0.23,0.05,-0.21
2219,2010,98434,116970,103955,110951,0,0.22,0.05,-0.06
2220,2010,1110980,1242063,1511021,1392137,0.03,0.05,0.09,-0.26
2221,2010,55733,79076,99348,90201,0.12,0.73,1.38,0.95
2222,2010,1879258,2042890,2225031,2074223,0.22,0.18,0.09,-0.18
2225,2010,2224618,2403885,2332134,2457324,0.28,0.28,0.02,-0.1
2226,2010,1959218,2086712,2351669,2249328,0.13,0.11,0.07,-0.17
2227,2010,3579680,3369988,3411125,3364870,0.85,0.17,0.34,-0.03
2228,2010,137475,157631,187696,166751,0.78,0.38,0.27,0.23
2229,2010,121085,220828,251208,277774,0.13,1.13,0.41,0.46
2230,2010,31151,41290,47772,46094,0.1,0.01,0.22,-0.04
2231,2010,147509,176679,156880,131557,0.57,0.53,0.07,-0.08
2301,2010,12145475,13374005,13171923,12451215,0.49,0.41,0.2,0.02
2302,2010,37719,48217,43377,43940,0.46,0.26,-0.01,0.28
2303,2010,13357615,14872540,16325798,15659416,1.46,0.31,0.19,0.13
2305,2010,29700,18105,22904,17321,-0.22,-0.3,-0.23,-0.45
2308,2010,3209667,4120019,5113983,4582155,0.01,0.13,0.36,0.1
2311,2010,7319330,8645782,9063862,8640730,1.1,0.51,0.34,0.23
2312,2010,2562550,2890386,3927486,3682857,-0.25,0.17,0.32,0.26
2313,2010,1841433,2179791,2384656,2720036,0.02,0.21,0.29,0.3
2314,2010,878415,968082,1015367,1002589,0.32,0.41,0.4,0.08
2315,2010,6307104,6793796,5952836,5767470,-0.03,0.04,-0.24,-0.3
2316,2010,461972,526437,565903,538804,0.31,0.36,0.38,0.2
2317,2010,207386555,257267641,332223678,359686690,0.49,0.64,0.72,0.63
2321,2010,787953,952997,808562,941751,-0.25,-0.03,-0.27,-0.07
2323,2010,2094431,2287826,2157670,1941747,-0.12,-0.06,-0.15,-0.16
2324,2010,108326757,108527552,101848687,103551138,0.98,0.78,0.18,-0.07
2325,2010,7525833,7801949,7622695,7085666,0.64,0.1,-0.09,-0.16
2327,2010,1372658,1552390,1710733,1385718,0.75,0.31,0.3,0.11
2328,2010,608267,727067,864656,750619,0.72,-0.08,-0.12,-0.11
2329,2010,1173364,1325298,1436085,1523058,0.43,0.44,0.39,0.27
2330,2010,44587254,50817879,54653533,53422991,1.37,0.41,0.25,0.2
2331,2010,5565358,5979832,7153557,8349624,-0.04,-0.18,-0.02,0.22
2332,2010,357061,432700,408213,372297,0.82,0.72,0.44,-0.14
2337,2010,3283991,3663301,4078912,2752856,0.34,0.27,-0.01,-0.26
2338,2010,268188,286787,279645,243617,0.21,0.05,0.08,-0.14
2340,2010,813101,976811,1086779,960136,0.66,0.64,0.51,0.07
2342,2010,503393,635699,659479,480375,1.55,0.94,0.64,0.04
2344,2010,3506421,4265667,4287178,3868467,1.24,1.03,0.51,0.19
2345,2010,2040406,2444053,2710377,2751377,0.38,0.58,0.43,0.22
2347,2010,5756411,5333320,6396725,6749019,0.13,0.23,0.09,0.15
2348,2010,61145,38415,42346,42065,0.5,0.39,0.18,0.2
2349,2010,1863759,2236277,2085452,2060048,0.24,0.23,0.12,-0.01
2351,2010,857298,1021281,1034959,999860,1.58,1.14,0.6,0.41
2352,2010,7079451,7571592,7524160,8483155,0.38,0.2,0.02,0.42
2353,2010,69923558,65963099,68692576,56452216,0.47,0.22,0.01,-0.23
2354,2010,12199554,10140552,11276616,14343511,-0.22,-0.14,-0.04,-0.24
2355,2010,1373089,1719315,1799312,1581150,0.48,0.54,0.28,-0.04
2356,2010,40290761,43655480,44688611,46032645,-0.1,-0.11,-0.18,-0.1
2357,2010,37403183,35195160,38497264,37116410,0.85,0.54,0.15,-0.07
2358,2010,105278,89349,148889,97551,-0.24,-0.35,-0.01,-0.46
2359,2010,552167,590598,787562,516411,0.39,0.02,0.64,0.01
2360,2010,586976,749941,876106,606860,1.19,0.88,0.82,0.06
2361,2010,77694,75767,177468,205433,-0.13,-0.51,-0.21,0.26
2362,2010,1364784,1342742,1443414,1914402,0.06,-0.36,-0.42,0.04
2363,2010,302377,410331,375210,232732,0.24,-0.24,-0.44,-0.45
2364,2010,199984,270398,207579,237505,0.03,0.14,0.21,-0.01
2365,2010,1072650,1162607,1156825,1246237,0.39,0.21,-0.04,0.04
2367,2010,882922,1210526,1298517,1383811,0.11,0.23,0.12,0.25
2368,2010,1514126,1614693,1657786,1560246,0.11,0.11,0.09,-0.06
2369,2010,723679,882781,860672,719760,0.59,0.5,0.24,-0.01
2371,2010,4435929,5168477,5004307,4695594,0.23,0.44,0.24,0.2
2373,2010,306745,323579,346573,382344,-0.03,0.06,0.04,0.12
2374,2010,5609006,6905126,6934872,6453833,1.18,0.84,0.24,0.01
2375,2010,22035,61618,60803,48906,2.65,10.97,11.59,7.27
2376,2010,7047012,4666111,6313839,6387961,0.23,0.01,-0.06,0.19
2377,2010,11434540,10131818,10627959,11063846,0.26,0.12,-0.1,0.01
2379,2010,3124543,2988927,2662843,2359158,0.69,0.2,-0.16,-0.1
2380,2010,334160,409072,409305,438844,-0.14,0.09,-0.07,0.08
2382,2010,118941067,140902723,130844422,141038609,0.59,0.76,0.44,0.09
2383,2010,535270,561066,601439,556240,0.35,0.19,0.19,0.35
2384,2010,3558455,6173563,9358829,12252159,0.42,1,1.59,2.11
2385,2010,2134679,2370222,2639232,2941516,0.38,0.21,-0.01,0.08
2387,2010,213231,277236,277366,271099,-0.06,0.4,0.24,0.07
2388,2010,622343,647377,622513,629243,-0.03,0.13,0.01,0.03
2390,2010,87491,110473,180168,85554,0,0.32,0.49,-0.19
2392,2010,3398353,5226729,7242833,7886098,0.04,0.37,0.34,0.47
2393,2010,1792084,2231287,2379321,1930958,0.85,0.63,0.47,0.17
2395,2010,1546007,2169592,2216443,2256923,0.27,0.75,0.66,0.43
2397,2010,181555,183312,206189,179452,-0.11,-0.27,0.06,-0.33
2399,2010,895807,905525,756331,785822,0.03,-0.1,-0.32,-0.19
2401,2010,832515,880398,695186,656694,0.79,0.02,-0.38,-0.46
2402,2010,240401,330014,536047,403067,-0.57,-0.35,0.62,-0.11
2404,2010,542696,1174408,1167961,1125442,0.12,2.73,4.05,1.79
2405,2010,268355,236068,533423,433746,1.38,0.91,3.07,1.63
2406,2010,164355,189388,129480,143879,-0.03,0.15,-0.11,-0.09
2408,2010,7060405,7858774,7457986,5894784,1.29,0.94,0.3,-0.29
2409,2010,53120917,60962045,59465167,47950021,1.11,0.5,0.1,-0.13
2412,2010,22758918,23127410,23406715,23904209,0.01,0.02,0.01,0.01
2413,2010,409740,489286,454696,460443,0.12,0.17,0.15,-0.01
2414,2010,1734206,1779250,1877311,1847330,0.34,0.27,-0.04,-0.02
2415,2010,87349,116588,123689,115771,0.67,0.47,0.15,0.03
2417,2010,408904,324769,428721,294622,0.68,0.87,0.93,-0.23
2419,2010,559107,802182,960282,1079256,0.41,1.01,1.2,0.87
2420,2010,400368,447993,419704,414623,0.51,0.7,0.17,0.06
2421,2010,668821,741073,778692,718369,0.22,0.24,0.1,0.07
2423,2010,159642,175479,195082,229975,0.42,0.4,0.12,0.31
2424,2010,12941,16890,33442,16800,-0.27,5.13,4.08,1.08
2425,2010,481350,298037,349695,285560,2.19,0.29,-0.06,-0.54
2426,2010,398806,508381,528920,377281,0.89,0.61,0.39,-0.01
2427,2010,167186,145085,234362,273338,0.11,-0.07,0.29,-0.1
2428,2010,281047,350877,382604,331438,0.61,0.6,0.35,0.19
2429,2010,103397,70878,76311,64143,-0.1,-0.21,-0.29,-0.38
2430,2010,3542771,3213344,3752131,3399330,-0.04,0.02,0.06,0.09
2431,2010,404856,521937,387042,265791,0.11,-0.04,0.07,-0.32
2433,2010,156128,172066,168979,173516,0.04,0.14,0.08,0.05
2434,2010,86186,111975,103703,106894,0.39,0.16,0.13,0.18
2436,2010,298154,312415,281606,244420,0.56,0.3,-0.1,-0.15
2437,2010,122977,164415,217811,157068,0.35,0.62,0.75,0.36
2438,2010,16243,18966,16133,12363,7.26,-11.12,1.82,1.35
2439,2010,655846,792751,901337,865801,0.48,0.49,0.17,-0.03
2440,2010,234773,300174,259947,247449,0.31,0.34,0.1,0.15
2441,2010,1354670,1467219,1278996,1002585,1,0.33,-0.04,-0.17
2442,2010,854860,918388,579254,218431,-0.02,-0.24,-0.59,-0.78
2443,2010,209526,195244,163784,138160,-0.14,-0.35,-0.34,-0.45
2444,2010,257768,296552,305281,268925,0.52,0.4,0.07,-0.11
2448,2010,2015053,2622173,2839371,2406331,0.99,0.69,0.53,0.25
2449,2010,1670382,1895553,1897165,1655918,1.4,0.43,0.21,-0.01
2450,2010,2453307,2389052,2430046,2475301,-0.02,0.2,0,0.05
2451,2010,4055101,3335639,4085120,4248164,0.04,-0.1,-0.11,-0.05
2453,2010,359030,400030,281833,486339,0.58,0.51,-0.23,0.07
2454,2010,10092333,9492271,9137491,7272122,0.14,0.01,-0.21,-0.18
2455,2010,195130,242817,199810,248711,0.83,0.18,-0.15,0.08
2456,2010,245799,283143,278607,217788,0.54,0.49,0.26,0
2457,2010,1344127,1758426,2341879,1938716,0.33,0.27,0.37,0.03
2458,2010,613643,865988,885202,638270,0.74,0.39,0.31,0.03
2459,2010,778384,902729,795541,665557,0.68,0.23,-0.11,-0.18
2460,2010,326472,255904,293909,231055,0.8,0.32,0.24,0.12
2461,2010,61768,69702,57194,64639,0.26,0.4,-0.06,0.1
2462,2010,399054,491567,507531,401755,0.51,0.28,0.05,-0.16
2464,2010,547672,617143,702439,887933,0.47,0.73,0.83,0.8
2465,2010,312944,434816,352250,316251,-0.01,0.39,0.13,-0.05
2466,2010,146724,156595,161673,160277,0.67,0.23,0.19,0
2467,2010,277316,320070,458032,396613,0.95,0.9,2.06,0.95
2468,2010,175039,222913,169429,259589,-0.18,0.1,-0.25,-0.21
2471,2010,85709,91567,97567,97578,0.28,0.49,0.12,0.43
2472,2010,453137,580986,600140,532126,0.61,0.51,0.31,0.12
2474,2010,116668,162114,272605,830086,-0.34,0.39,2.74,9.85
2475,2010,9445665,10168556,8304875,7163260,1.39,1.07,0.02,-0.02
2476,2010,204253,216337,199298,164271,0.98,0.34,0.05,0.01
2477,2010,347889,464098,554181,533203,0.49,0.44,0.23,0.01
2478,2010,269772,349060,326518,301705,1.41,0.77,0.4,0.14
2480,2010,441171,442544,498294,471481,0.03,0.21,0.08,0.08
2481,2010,601505,709342,723229,622363,0.5,0.42,0.18,0.03
2482,2010,87105,114471,133404,116832,-0.1,-0.18,0.11,0.05
2483,2010,145053,179483,185437,162947,0.67,0.55,0.45,0.09
2484,2010,236212,290689,325884,284656,0.49,0.81,0.51,0.22
2485,2010,1032958,1068051,1213876,1346372,-0.02,-0.16,0.12,0.2
2486,2010,511510,610391,564037,403834,1.43,0.64,0.29,-0.08
2488,2010,137901,181952,228155,194119,0.01,0.13,0.24,-0.01
2489,2010,6761185,7089112,7596406,11026175,-0.13,-0.12,0.03,0.25
2491,2010,36299,35434,37047,38378,0.07,0.08,0.04,-0.09
2492,2010,1013313,1192521,1119342,875968,0.44,0.35,0.15,-0.07
2493,2010,153630,261129,264718,275419,1.08,1.27,0.92,0.71
2495,2010,303613,245426,231851,290418,-0.02,0,0.04,0.11
2496,2010,15109,15371,11760,3705,-0.18,-0.35,-0.47,-0.79
2497,2010,69005,117465,108573,139713,1.06,1.24,0.05,0.73
2498,2010,18848697,30266184,36975048,51433547,0.19,0.58,1.17,1.5
2499,2010,605393,1020388,947286,812380,1.31,1.11,0.47,0.33
2501,2010,278170,1057277,569221,75910,-0.35,1.1,0,-0.92
2504,2010,1087842,1095389,1146779,1201020,0.17,0.09,0.06,-0.09
2505,2010,52757,225960,521508,107340,0.25,1.9,6.26,-0.2
2506,2010,215596,411584,120336,181761,-0.39,0.45,-0.57,0.21
2509,2010,331830,188565,77625,368199,2.35,0.35,-0.71,1.46
2511,2010,794976,1382275,1448844,1656874,0.43,1.47,0.17,-0.03
2514,2010,11909,12491,12573,30739,0.69,0.19,0.31,0.56
2515,2010,1709423,1880946,1665496,1913814,0.26,-0.05,0.2,0.26
2516,2010,817758,904234,966795,969148,-0.14,-0.18,0.04,0.23
2520,2010,793670,1174783,356279,542092,0.41,2.72,-0.56,0.07
2523,2010,38696,38052,28845,26286,-0.65,-0.6,-0.57,-0.65
2524,2010,337105,484565,535513,599055,0.42,0.09,0.18,0.88
2527,2010,60319,52919,31656,37382,3.58,14.3,-0.88,-0.59
2528,2010,2009,315,1822,324,-0.93,-0.98,-0.99,-0.73
2530,2010,394953,180133,127926,114513,2.46,-0.46,-0.19,-0.45
2534,2010,525346,541925,87999,112375,106.7,1.91,-0.83,-0.8
2535,2010,1207727,1645706,1315784,1670009,0.2,0.01,-0.01,0.27
2536,2010,422285,601201,586180,262162,-0.42,-0.17,-0.48,-4.65
2537,2010,27822,14452,87,82526,1.49,-0.86,-1,-0.51
2538,2010,249513,474961,243626,651759,-0.1,0,-0.57,1.1
2539,2010,70168,150400,68038,402018,-0.26,2.05,-0.08,2.38
2542,2010,4425760,2192213,3530907,3610367,2.59,-0.07,0.32,0.13
2543,2010,622684,560826,458221,660581,0.6,0.24,-0.3,0.31
2545,2010,55732,169694,40862,127584,-0.91,-0.87,-0.96,-0.56
2546,2010,507868,845077,826001,839423,0.16,0.68,1.09,0.4
2548,2010,1368093,1074349,1072750,1401946,0.01,-0.04,-0.31,1.17
2549,2010,24987,1192187,464319,678539,43.62,1748.36,854.1,-0.38
2557,2010,549062,858232,670837,917716,-0.13,0.32,0.23,0.2
2568,2010,28386,31533,43346,92423,0.27,0.32,0.74,2.38
2577,2010,153352,170743,397698,258028,265.47,-0.87,1.41,-0.46
2579,2010,85058,68715,128430,110449,-0.11,-0.46,-0.22,-0.45
2580,2010,533459,891386,721819,1756901,1.17,0.3,0.86,0.17
2584,2010,355130,425081,438121,598128,-0.44,-0.16,-0.16,0.53
2595,2010,95275,105319,17251,124773,-0.49,-0.48,-0.91,0.95
2596,2010,100419,70699,22149,5635,1.17,-0.28,-0.82,-0.91
2597,2010,879885,546568,566040,539890,0.23,-0.35,-0.34,-0.1
2599,2010,7403,972,2990,48316,-0.85,-0.98,-0.9,-0.58
2601,2010,28670,33292,31055,26607,-0.06,0.11,0.07,-0.03
2603,2010,1853995,2441007,2069552,2148453,0.02,0.19,0.15,0.15
2605,2010,26571,25851,24317,35182,-0.49,-0.16,-0.04,3.2
2606,2010,295818,271633,209199,207285,0.64,0.15,-0.21,-0.18
2607,2010,485651,513460,514384,543129,0.15,0.09,-0.01,0.03
2608,2010,660787,684207,737963,746060,0.21,0.16,0.12,0.1
2609,2010,10916188,13276064,17167608,14580857,0.22,0.55,0.83,0.41
2610,2010,15548880,17750566,18438227,17272932,0.35,0.64,0.42,0.07
2611,2010,61928,52588,53233,53565,-0.38,-0.51,-0.2,-0.85
2612,2010,187638,203722,198861,194536,0.26,0.15,0.06,0
2613,2010,261835,311281,312394,311571,0.89,0.71,0.3,0.18
2614,2010,735694,551693,800087,971207,0.25,0.26,0.79,1.09
2615,2010,6638119,8050837,9099533,8567543,0.24,0.43,0.5,0.32
2616,2010,1672743,1803391,1857635,1933152,0.64,0.4,0.25,0.18
2617,2010,149730,183505,209859,200115,-0.47,-0.44,-0.07,0.03
2618,2010,11572046,13498374,14285219,12849367,0.38,0.7,0.53,0.17
2619,2010,1034207,1026578,1138181,1144045,0.08,0.2,0.02,0.09
2621,2010,820802,1061250,1162623,965002,0.13,0.27,0.22,0.25
2630,2010,218459,165170,241877,280124,-0.03,-0.4,0,-0.02
2633,2010,3202055,3288128,3594465,3733029,0.09,0.17,0.27,0.21
2634,2010,1969558,2010594,2052750,2939202,0.07,-0.16,-0.33,0.42
2636,2010,109705,127973,156007,141720,0.34,0.72,0.92,0.6
2701,2010,41990,40335,44548,34836,0.23,0.12,0.13,-0.1
2702,2010,20889,23841,20862,24826,-0.1,0.04,0.24,0.26
2704,2010,345180,311423,309570,352085,0.15,0.12,0.06,0.03
2705,2010,284318,279271,339504,401477,0.12,0.17,0.12,0.61
2706,2010,40249,40975,39944,40684,0.01,0.02,-0.01,0.02
2707,2010,434575,432571,425987,466058,0.21,0.26,0.09,0.1
2711,2010,54134,66590,96106,53924,-0.11,0.04,0.33,0.15
2712,2010,112584,106766,187595,73199,-0.07,-0.05,0.11,-0.16
2716,2010,483975,518036,541773,546829,0.06,0.05,0.14,0.17
2718,2010,28167,29581,25317,32133,0.29,0.27,0.23,0.11
2719,2010,13993,11057,13257,11130,0.37,0.01,0.1,-0.15
2720,2010,998,925,1520,410,2.78,-0.02,0.06,-0.4
2722,2010,57049,75403,113885,53463,7.4499998,16.870001,65.620003,3.97
2729,2010,123731,133556,153570,139162,0,11.33,21.610001,14.57
2801,2010,2728913,3601138,2999369,4920223,0.05,0.34,0.06,0.53
2807,2010,2281691,2180796,2250064,1674756,0.11,0.01,0.09,-0.25
2809,2010,448430,441417,487997,472755,0.6,0.29,0.24,0.25
2812,2010,643878,631601,537072,458814,0.28,-9.15,-0.08,-0.29
2816,2010,3090464,1277485,1340027,1432919,0.03,-0.15,-0.28,0.12
2820,2010,263442,237975,311560,375513,-0.47,-0.4,-0.04,0.13
2823,2010,20929491,23167691,23110091,31961539,-0.04,0.47,-0.18,0.01
2832,2010,1376555,1077792,1107652,1128138,-0.02,-0.12,-0.12,0.29
2833,2010,9393358,11042088,10598238,14535115,-0.11,0.19,0.19,0.34
2834,2010,1835053,2083288,1977828,2218106,0.01,0.17,0.14,0.1
2836,2010,290943,296735,328567,255029,0.39,0.96,0.29,-0.14
2837,2010,11386,58515,149446,133884,-1.07,-1.27,-6.55,0.57
2838,2010,774061,960486,813750,866093,-0.17,0.62,-0.01,-0.16
2841,2010,56706,70132,19549,39910,3.96,12.41,-0.54,0.2
2845,2010,927260,901719,953954,912458,0.35,0.38,-0.02,0.3
2847,2010,945929,924622,1096852,985604,0.42,0.19,0.27,0.19
2848,2010,1483039,1240176,1295141,1259449,0.11,0.03,0.03,0.1
2849,2010,662494,501925,853878,812314,0.32,-2.74,-0.37,0.49
2850,2010,4855768,1785155,1841217,1961601,0.27,-0.15,0.03,-0.09
2851,2010,1715646,1713036,1606547,1584670,-0.06,-0.02,0.06,-0.01
2852,2010,1471179,1223363,1234032,981645,0.02,0.1,0.2,0.18
2855,2010,624455,459236,801578,701525,0.15,-0.55,0.09,-0.03
2856,2010,2779425,2753241,4071468,4215794,1.52,-0.41,0.04,0.49
2863,2010,1981369,1462841,1330192,1452126,0.15,-0.05,-0.11,-0.33
2865,2010,1122096,873427,1543692,1049858,-0.21,-0.35,0.23,-0.13
2867,2010,18409836,11457850,13304172,13907293,-0.04,0.1,0.31,0.11
2870,2010,653116,844198,986417,1083037,-0.05,-0.02,0.07,0.05
2872,2010,38365,57296,42070,34338,-0.37,-0.11,-0.15,-0.13
2873,2010,130719,108420,132709,103054,0.16,-0.1,-0.07,-0.17
2874,2010,110334,118665,107616,76045,-0.05,0.07,0.09,0.51
2875,2010,842100,585554,1825202,1885660,-0.87,-0.44,0.25,0.42
2876,2010,4757863,5204747,7061357,5540559,-0.04,0.21,0.46,0.04
2877,2010,4938370,1980889,1809107,2505782,0.07,0.05,-0.05,0.34
2880,2010,685692,931633,1120612,522066,-0.27,2.41,1.84,-0.38
2881,2010,3267571,2362017,5042097,607773,1.63,-0.29,0.82,-0.76
2882,2010,-657096,461343,2656138,151852,-1.26,0.2,1.01,-0.92
2883,2010,629988,904107,1831414,1365216,0.58,0.13,-0.11,0.13
2884,2010,535266,540030,449175,389444,0.5,4.26,0.48,0.54
2885,2010,945192,679144,1274046,1554445,0.85,-0.52,0.13,0.78
2886,2010,2081860,2048536,2148227,1987047,0.09,-0.13,0.18,0.33
2887,2010,1197901,1004655,1442452,1388553,1.22,0.27,-3.42,-0.7
2888,2010,-1359861,21889,2382758,529260,4.05,-0.74,2.49,0.56
2889,2010,191683,190396,348041,473249,-0.53,-0.53,0.1,0.68
2890,2010,520578,464683,1105442,576742,0.65,-2.11,0.44,7.06
2891,2010,1970270,1948933,1669228,1867353,0.12,-2.35,2.57,0.45
2892,2010,504423,847183,1337295,1079114,-0.44,-0.06,0.56,-2.15
2893,2010,1018679,1177355,1130571,1133322,-0.03,0.44,0.3,0.17
2894,2010,124013,81245,110724,102441,-0.25,-0.47,-0.33,-0.27
2895,2010,389206,395859,464333,422562,0.5,0.47,0.32,0.03
2897,2010,245215,244990,456175,320221,-0.19,-0.45,0.4,-0.1
2899,2010,1093310,1189458,1338985,1241078,0.26,0.31,0.32,0.15
2901,2010,88948,76366,89832,89392,0.05,-0.03,0.06,-0.03
2903,2010,2778595,2661003,2474637,4427102,0.09,0.12,0.08,0.13
2904,2010,49089,45329,50137,50164,0.29,0.22,0.12,0.1
2905,2010,974329,905295,968401,877285,-0.01,-0.02,-0.03,0.02
2906,2010,437334,368024,535395,406719,-0.1,0.17,0.04,-0.02
2908,2010,1413926,1455642,1705060,1182370,-0.02,0.14,0.33,-0.1
2910,2010,228307,222246,208817,346255,0.02,0.08,0.1,0.06
2911,2010,323696,237652,270147,348203,-0.05,0.02,0,0.03
2912,2010,13445292,14038363,15259977,14588654,0.11,0.09,0.18,0.13
2913,2010,127853,135559,142452,116519,1.03,0.88,0.34,0.52
2915,2010,530939,625487,653708,668531,-0.07,0.11,0.13,0.11
2916,2010,169195,133293,126004,237057,-0.02,0,0.05,0.16
2922,2010,314418,266061,354142,270888,0.76,-0.04,-0.01,-0.15
3002,2010,80959,96282,76465,58400,-0.1,0.16,-0.26,-0.44
3003,2010,202773,275518,288845,279220,0.54,0.96,0.66,0.56
3004,2010,105020,97571,111343,110854,0.26,0,0.2,0.2
3005,2010,600137,626453,766151,997614,-0.17,-0.16,-0.1,0.07
3006,2010,991001,1203676,744620,554618,1.61,1.1,0.07,-0.21
3008,2010,980740,1050729,1303195,1370733,1.14,0.59,0.37,0.3
3010,2010,2033809,2358728,2413369,2658331,0.87,0.44,0.31,0.38
3011,2010,86794,117887,100896,98502,0.31,0.43,-0.12,-0.07
3013,2010,574306,499287,409455,494461,0.44,0.57,0.06,0.02
3014,2010,581335,535215,487798,468305,0.36,0.1,-0.16,-0.01
3015,2010,1878253,2076082,2241119,2019639,0.33,0.33,0.2,0.06
3016,2010,99556,127908,117700,104972,1.73,0.9,0.78,0.62
3017,2010,1317607,1841880,1526332,1328425,0.33,0.94,0.36,0
3018,2010,66573,88866,116028,118613,0.55,5.33,6.13,1.14
3019,2010,292575,471716,467535,438412,0.09,-0.06,-0.33,-0.03
3021,2010,63508,58449,61844,67419,0.01,-0.13,-0.07,-0.19
3022,2010,434033,535713,816807,598545,0.59,1.53,0.3,0.13
3023,2010,257411,317410,329734,278263,0.41,0.74,0.59,0.43
3024,2010,90294,147830,170935,189070,0.62,1.15,0.21,-0.06
3025,2010,83744,88969,97615,86488,0.03,0.09,0.09,0.07
3026,2010,1493053,1562391,1518373,1766547,0.35,0.02,0,0.26
3027,2010,178929,185865,221110,190134,0.36,0.04,0.02,-0.14
3028,2010,3030141,3242287,3320571,3934906,0.69,0.58,0.36,0.32
3029,2010,390588,355825,479020,483191,0.31,0.11,0.38,0.15
3030,2010,373535,535262,471126,257498,3.29,2.1,1.05,0.15
3031,2010,512967,762494,699537,621046,0.46,0.6,0.1,-0.07
3032,2010,239414,350350,283685,242892,0.53,1.14,0.26,0.06
3033,2010,1962108,2313206,2563021,2350806,0.41,0.38,0.55,0.36
3034,2010,4344214,4711268,4715004,4360227,1.3,0.27,0.11,0.2
3035,2010,735984,801246,835969,764509,0.59,0.16,0.09,0.19
3036,2010,6288367,6918042,7419835,6725312,0.49,0.37,0.24,0.17
3037,2010,5564581,6427247,6588040,6482263,1.12,0.6,0.42,0.23
3038,2010,416316,460414,563344,541943,0.21,0.65,0.61,0.38
3040,2010,25866,29490,38120,26746,-0.14,0.14,0.12,-0.07
3041,2010,650425,534579,475713,418857,0.79,-0.12,-0.35,-0.37
3042,2010,883860,999952,1069778,1135376,0.41,0.27,0.17,0.19
3043,2010,418109,776867,1062244,870927,0.89,1.27,2.07,1.52
3044,2010,477995,644601,688109,663550,0.28,0.35,0.15,0.04
3045,2010,7118626,7280764,7382164,7492085,0,0.02,0.02,0.06
3046,2010,212192,278682,246501,291253,0.38,0.1,0.12,0.53
3047,2010,435786,412183,334010,335084,0.7,0.29,0.1,-0.1
3048,2010,4334564,4442434,5278573,4390844,0.51,0.36,0.12,-0.12
3049,2010,604020,725935,838784,885440,1.92,-0.02,0.17,0.16
3050,2010,143936,140416,146673,169176,0.01,0.05,0.06,0.02
3051,2010,755265,758015,636911,539426,0.23,0.19,-0.01,-0.18
3052,2010,311308,304132,263888,162574,-0.21,-0.14,-0.21,-0.53
3054,2010,102732,117413,133122,156312,-0.22,-0.3,-0.13,-0.07
3055,2010,682262,736154,560427,334425,5.21,1.1,0.36,-0.28
3056,2010,51142,8058,119184,242586,3.1,-0.1,-0.29,2.31
3057,2010,142008,183156,211163,147088,0.12,0.1,0.27,-0.15
3058,2010,511961,649737,739832,687109,0.45,0.55,0.39,0.16
3059,2010,2469104,3406606,4223689,4307015,0.53,1.64,0.22,-0.06
3060,2010,844498,837786,753365,764920,0.25,0.23,0.04,-0.19
3061,2010,367940,680053,718710,549639,2.05,1.92,1.21,0.5
3062,2010,1812801,1522545,1330808,1612925,0.29,-0.04,-0.06,0
3064,2010,44175,29868,28569,44030,-0.42,-0.21,-0.62,-0.49
3065,2010,301381,285119,266830,248586,-0.18,-0.26,-0.3,-0.27
3066,2010,79067,81033,70346,65211,-0.11,-0.09,-0.28,-0.2
3067,2010,66803,97419,95161,99623,0.31,0.48,0.07,0.11
3068,2010,161632,252713,217546,194534,0.6,0.62,0.26,0.15
3071,2010,344358,427248,396953,334786,0.52,0.56,0.09,0
3073,2010,207879,293058,322411,159437,0.27,-0.03,-0.07,-0.47
3074,2010,1049178,1153221,1232798,1329042,0.28,0.31,0.05,0.04
3078,2010,322112,588175,457206,401936,0.1,0.17,-0.01,-0.14
3083,2010,282831,211424,287750,282837,0.02,0.07,0.08,0.06
3085,2010,29140,28243,33318,26752,-0.17,-0.25,-0.04,-0.12
3086,2010,71581,94958,110633,94785,-0.16,0.27,0.51,0.56
